JavaFile,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/retry/TestRetryProxy.java,1,1,1,1,16,0,14,1,4,0,0,18,18,18,2,18,0,1,0,17,351,35,276,119,183,42,144,173,86,87,3,3,3,1,1,0.15,31,31,31,18
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/retry/UnreliableImplementation.java,1,1,1,1,5,0,5,0,2,1,0,22,20,21,15,22,0,1,0,21,204,27,159,68,61,18,44,78,32,46,5,2,5,5,1,0.11,37,34,37,26
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/retry/UnreliableInterface.java,1,1,1,1,3,0,2,0,3,0,2,3,17,17,1,17,10,0,0,7,83,20,44,36,4,19,24,30,28,2,1,1,1,1,0,0.43,3,3,3,3
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/serializer/SerializationTestUtil.java,1,1,1,1,29,3,18,8,1,1,0,1,1,0,0,1,0,0,0,1,57,7,25,16,13,25,18,20,13,7,1,1,1,1,0,1,1,1,1,1
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/serializer/TestSerializationFactory.java,1,1,1,1,6,0,5,1,1,1,2,7,7,6,0,7,0,0,0,7,102,12,63,37,25,27,33,41,29,12,1,1,1,1,0,0.43,7,7,7,7
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/serializer/TestWritableSerialization.java,1,1,1,1,6,0,5,0,2,0,2,7,7,7,1,7,2,0,0,5,102,16,66,43,33,20,46,56,37,19,2,2,2,1,1,0.3,8,8,8,7
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/serializer/avro/Record.java,3,3,3,3,7,0,7,0,1,0,0,2,2,2,1,2,0,0,0,2,42,4,21,8,12,17,9,16,6,10,5,5,5,5,1,0.81,6,6,6,6
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/serializer/avro/TestAvroSerialization.java,1,1,1,1,7,0,7,0,3,0,1,9,9,9,2,9,0,0,0,9,122,16,89,43,48,17,45,65,33,32,5,5,5,5,1,0.19,17,17,17,17
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/MiniRPCBenchmark.java,2,2,2,1,15,0,13,1,6,3,9,19,20,17,4,20,11,1,1,7,416,32,300,130,182,87,159,211,104,107,7,7,7,1,2,0.29,43,43,43,19
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/RPCCallBenchmark.java,2,2,2,1,19,1,16,1,6,1,1,17,18,17,11,18,0,8,0,10,412,46,328,106,218,38,159,211,102,109,12,12,13,1,4,0.12,48,48,50,17
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestAsyncIPC.java,1,1,1,1,14,0,12,1,8,1,2,31,31,30,15,31,8,3,0,20,541,62,407,152,248,72,254,315,143,172,5,5,5,5,3,0.18,55,55,55,39
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestCallQueueManager.java,1,1,1,1,12,1,10,1,6,1,4,24,24,23,15,24,1,0,0,23,438,72,318,126,188,56,176,229,107,122,9,9,9,1,3,0.18,42,42,46,24
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestDecayRpcScheduler.java,1,1,1,1,17,2,13,1,1,0,0,12,12,12,1,12,0,1,0,11,277,55,192,63,128,34,134,153,49,104,3,3,3,1,1,0.18,17,17,17,12
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestFairCallQueue.java,1,1,1,1,12,1,10,1,4,0,0,38,38,38,13,38,0,4,0,34,640,101,459,161,290,94,312,372,132,240,6,6,6,1,3,0.2,59,59,62,38
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestIPC.java,1,1,1,1,13,0,11,1,29,10,19,100,101,91,17,101,11,12,2,76,1721,192,1313,469,836,222,665,857,396,461,9,9,9,4,3,0.17,164,164,164,105
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestIPCServerResponder.java,2,2,2,1,18,1,15,1,6,1,6,12,12,11,5,12,1,0,0,11,311,37,224,95,133,52,137,167,82,85,9,9,9,1,2,0.23,29,29,29,12
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestIdentityProviders.java,1,1,1,1,7,1,6,0,2,0,0,5,5,5,0,5,0,0,0,5,82,16,48,28,20,18,25,33,24,9,2,2,2,1,1,0.38,6,6,6,5
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestMiniRPCBenchmark.java,1,1,1,1,6,0,6,0,1,0,0,1,1,1,0,1,0,0,0,1,35,2,13,9,4,20,8,10,8,2,1,1,1,1,0,1.54,1,1,1,1
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestMultipleProtocolServer.java,1,1,1,1,5,0,4,0,1,0,1,3,3,3,0,3,0,0,0,3,52,8,25,15,8,19,13,17,12,5,1,1,1,1,0,0.76,3,3,3,3
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestProtoBufRPCCompatibility.java,1,1,1,1,12,0,9,1,7,0,5,7,7,7,0,7,0,0,0,7,178,28,121,72,47,29,64,80,50,30,3,3,3,1,2,0.24,9,9,9,7
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestProtoBufRpc.java,1,1,1,1,13,1,10,1,3,1,2,13,13,12,0,13,0,1,0,12,266,40,182,96,97,45,106,129,75,54,3,3,3,1,2,0.25,20,20,20,13
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestProtoBufRpcServerHandoff.java,1,1,1,1,17,1,15,0,5,0,1,6,6,6,5,6,0,1,0,5,168,25,124,71,61,20,62,73,51,22,2,2,2,1,1,0.16,8,8,8,6
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestRPC.java,1,1,1,1,18,1,15,1,22,1,3,70,79,78,10,79,15,4,0,60,1478,189,1162,453,746,131,634,785,347,438,8,8,8,3,4,0.11,128,128,134,72
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestRPCCallBenchmark.java,1,1,1,1,11,0,11,0,1,0,0,1,1,1,0,1,0,0,0,1,40,5,18,9,9,17,6,8,7,1,1,1,1,1,0,0.94,1,1,1,1
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestRPCCompatibility.java,1,1,1,1,9,1,7,1,9,0,7,10,18,18,1,18,8,0,0,10,197,33,135,84,54,29,64,86,58,28,3,3,3,1,1,0.21,13,13,13,10
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestRPCServerShutdown.java,2,2,3,1,20,0,17,2,2,0,1,3,3,3,0,3,0,0,0,3,107,9,74,35,38,24,41,52,32,20,5,5,7,1,3,0.32,7,7,9,3
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestRPCWaitForProxy.java,1,1,2,1,13,0,10,3,2,0,2,6,6,6,3,6,0,1,0,5,144,14,88,43,48,42,49,62,36,26,4,4,5,1,1,0.48,11,11,12,6
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestResponseBuffer.java,1,1,1,1,27,3,20,4,1,0,0,2,2,2,0,2,0,1,0,1,87,10,50,23,34,27,41,44,20,24,1,1,1,1,0,0.54,2,2,2,2
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestRetryCache.java,1,1,1,1,12,0,8,4,3,1,4,12,12,11,3,12,2,0,0,10,215,17,128,62,68,70,69,91,51,40,7,7,7,1,2,0.55,22,22,23,12
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestRetryCacheMetrics.java,1,1,1,1,11,2,9,0,1,0,1,2,2,2,0,2,0,1,0,1,59,10,29,15,15,20,22,25,14,11,1,1,1,1,0,0.69,2,2,2,2
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestReuseRpcConnections.java,1,1,1,1,20,1,16,2,1,2,0,6,6,4,0,6,0,3,0,3,166,15,118,43,75,33,61,73,32,41,5,5,5,1,1,0.28,10,10,10,6
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestRpcBase.java,1,1,1,1,7,0,7,0,6,16,6,46,46,30,4,46,0,1,16,29,526,71,429,199,181,27,151,238,120,118,5,5,5,5,3,0.06,78,78,79,56
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestRpcServerHandoff.java,1,1,1,1,12,0,11,0,3,0,3,11,11,11,8,11,3,3,1,4,218,33,167,82,89,18,96,121,68,53,3,3,3,1,2,0.11,18,18,18,11
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestRpcWritable.java,1,1,1,1,20,2,16,0,1,0,3,4,4,4,0,4,0,0,0,4,129,19,90,46,62,21,72,77,38,39,1,1,1,1,0,0.23,4,4,4,4
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestSaslRPC.java,1,1,1,1,14,0,13,1,14,9,11,54,52,45,11,54,4,10,0,40,958,96,782,285,505,83,449,555,229,326,10,7,10,3,3,0.11,95,92,95,56
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestServer.java,1,1,1,1,15,1,14,0,5,0,0,8,8,8,0,8,0,0,0,8,188,27,137,59,86,24,83,101,52,49,2,2,2,1,2,0.18,9,9,9,8
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestSocketFactory.java,1,1,1,1,12,1,10,0,3,0,1,13,13,13,8,13,0,3,0,10,267,41,185,89,104,41,117,140,77,63,4,4,4,1,3,0.22,20,20,20,13
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestWeightedRoundRobinMultiplexer.java,1,1,1,1,16,1,13,1,1,0,1,6,6,6,1,6,0,0,0,6,143,22,96,26,65,26,71,80,21,59,2,2,2,1,1,0.27,8,8,8,6
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/jmx/TestJMXJsonServlet.java,1,1,1,1,10,1,8,0,1,3,2,5,5,2,0,5,0,0,0,5,97,18,60,30,31,19,43,49,28,21,1,1,1,1,0,0.32,5,5,5,5
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/log/TestLog4Json.java,1,1,1,1,6,0,5,0,3,0,1,27,27,27,0,27,2,4,0,21,268,36,192,111,86,40,91,122,86,36,2,2,2,1,1,0.21,28,28,28,27
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/log/TestLogLevel.java,1,1,1,1,18,0,13,4,2,3,7,18,18,15,5,18,0,7,0,11,430,33,291,100,183,107,141,172,80,92,4,4,4,1,1,0.37,31,31,31,18
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/filter/TestPatternFilter.java,1,1,1,1,11,0,8,2,1,12,0,17,17,5,0,17,8,2,0,7,250,23,156,52,101,71,85,106,45,61,4,4,4,1,2,0.46,20,20,20,17
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/ConfigBuilder.java,1,1,1,1,10,0,5,5,1,0,0,4,4,4,1,4,0,0,0,4,79,9,29,12,11,41,15,21,12,9,2,2,2,1,1,1.41,5,5,5,4
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/ConfigUtil.java,2,2,2,1,7,0,7,0,1,4,0,4,4,0,0,4,4,0,0,0,67,8,37,14,17,22,22,29,16,13,3,3,3,1,1,0.59,8,8,8,4
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/MetricsLists.java,1,1,1,1,3,0,3,0,1,1,0,1,1,0,0,1,1,0,0,0,29,3,6,3,1,20,2,4,3,1,1,1,1,1,0,3.33,1,1,1,1
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/MetricsRecords.java,1,1,1,1,5,0,5,0,3,6,0,10,10,4,2,10,0,2,0,8,108,17,71,41,25,20,27,40,27,13,1,1,1,1,0,0.28,10,10,10,10
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/TestGangliaMetrics.java,1,1,1,1,18,2,14,2,3,0,1,7,7,7,9,7,2,1,0,4,230,30,154,79,87,49,105,121,69,52,6,6,6,4,3,0.32,12,12,12,10
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/TestGraphiteMetrics.java,1,1,2,1,22,3,18,1,1,0,0,7,7,7,0,7,0,2,0,5,215,34,156,66,107,25,105,119,61,58,3,3,3,1,1,0.16,13,13,16,7
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/TestMetricsCollectorImpl.java,1,1,1,1,12,0,12,0,1,0,0,2,2,2,0,2,0,0,0,2,56,6,33,17,21,17,24,27,15,12,1,1,1,1,0,0.52,2,2,2,2
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/TestMetricsConfig.java,1,1,1,1,20,2,15,3,1,1,1,5,5,4,0,5,0,1,0,4,145,22,86,35,66,37,51,57,31,26,1,1,1,1,0,0.43,5,5,5,5
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/TestMetricsSourceAdapter.java,1,1,1,1,13,1,10,2,6,0,3,15,15,15,14,15,3,0,0,12,331,44,226,118,127,67,132,163,99,64,5,5,5,4,3,0.3,23,23,23,18
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/TestMetricsSystemImpl.java,1,1,1,1,12,0,11,0,13,1,2,42,42,41,21,42,3,3,0,36,642,62,533,192,352,50,313,387,179,208,5,5,5,5,3,0.09,62,62,64,49
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/TestMetricsVisitor.java,2,2,2,1,38,2,33,3,1,0,0,1,1,1,6,1,0,0,0,1,89,10,56,27,30,23,42,46,26,20,2,2,2,1,1,0.41,2,2,2,1
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/TestSinkQueue.java,1,1,1,1,12,0,10,1,14,0,1,23,24,24,1,24,1,3,0,20,282,25,202,44,138,61,117,151,56,95,2,2,2,1,1,0.3,31,31,31,23
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/TestStatsDMetrics.java,1,1,1,1,24,1,22,0,1,0,0,3,3,3,0,3,0,1,0,2,122,14,91,48,53,17,61,67,39,28,1,1,2,1,1,0.19,3,3,5,3
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/lib/MetricsTestHelper.java,1,1,1,1,7,0,4,3,1,1,1,2,2,1,0,2,0,1,0,1,49,6,16,11,3,27,6,9,8,1,1,1,1,1,0,1.69,2,2,2,2
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/lib/TestInterns.java,3,3,3,1,11,0,11,0,1,0,0,4,4,4,0,4,0,0,0,4,79,10,52,17,28,17,34,47,21,26,5,5,5,1,2,0.33,12,12,12,4
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/lib/TestMetricsAnnotations.java,1,1,1,1,4,0,4,0,10,0,0,22,22,22,14,22,11,0,0,11,205,32,156,79,82,17,100,132,71,61,1,1,1,1,0,0.11,22,22,22,22
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/lib/TestMetricsRegistry.java,1,1,1,1,8,0,7,1,10,0,0,14,14,14,0,14,0,1,0,13,154,15,104,23,77,35,59,75,29,46,2,2,2,1,1,0.34,15,15,15,14
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/lib/TestMutableMetrics.java,2,2,2,1,33,3,26,4,3,1,1,11,13,12,1,13,2,1,0,10,412,48,298,107,226,68,220,256,114,142,7,7,7,1,3,0.23,31,31,31,11
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/lib/TestMutableRollingAverages.java,1,1,1,1,16,1,11,4,3,0,1,8,8,8,1,8,3,0,1,4,193,25,111,47,67,58,64,78,43,35,5,5,5,1,3,0.52,12,12,12,8
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/lib/TestUniqNames.java,1,1,1,1,7,1,6,0,1,0,0,2,2,2,0,2,0,0,0,2,42,7,18,8,9,17,12,15,8,7,1,1,1,1,0,0.94,2,2,2,2
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/sink/RollingFileSystemSinkTestBase.java,1,1,1,1,16,1,8,6,4,3,7,26,26,23,3,26,3,0,12,11,562,72,298,142,156,193,146,192,111,81,3,3,4,1,3,0.65,39,39,41,26
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/sink/TestFileSink.java,1,1,1,1,9,0,7,1,3,0,0,8,8,8,3,8,3,1,0,4,145,22,97,54,47,27,56,69,43,26,2,2,2,1,1,0.28,9,9,9,8
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/sink/TestRollingFileSystemSink.java,1,1,3,1,42,8,30,4,1,0,0,5,5,5,0,5,0,1,0,4,259,50,168,37,135,41,109,120,32,88,3,3,10,1,2,0.24,8,8,17,5
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/sink/TestRollingFileSystemSinkWithLocal.java,1,1,1,1,15,2,8,5,1,0,0,7,7,7,0,7,0,0,0,7,157,26,74,33,43,57,39,49,25,24,1,1,1,1,1,0.77,7,7,7,7
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/sink/ganglia/GangliaMetricsTestHelper.java,1,1,1,1,11,1,4,6,1,1,0,1,1,0,0,1,0,0,0,1,39,5,8,5,1,26,3,5,4,1,1,1,1,1,0,3.25,1,1,1,1
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/sink/ganglia/TestGangliaSink.java,1,1,2,1,10,0,10,0,1,0,0,4,4,4,0,4,0,0,0,4,81,9,55,36,32,17,33,38,28,10,1,1,2,1,0,0.31,4,4,8,4
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/source/TestJvmMetrics.java,2,2,2,1,14,0,13,0,2,0,0,11,11,11,5,11,0,0,0,11,229,27,178,74,105,25,105,134,61,73,6,6,7,1,2,0.14,25,25,26,11
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/util/TestMetricsCache.java,1,1,1,1,12,0,11,0,1,0,1,8,8,8,0,8,0,4,0,4,150,19,109,48,71,24,71,82,39,43,3,3,3,1,2,0.22,10,10,10,8
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/util/TestSampleQuantiles.java,2,2,2,1,18,0,13,4,1,0,1,4,4,4,1,4,0,0,0,4,121,14,74,29,44,33,49,60,28,32,5,5,5,1,2,0.45,9,9,9,4
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/util/TestSampleStat.java,1,1,1,1,36,3,30,3,1,0,1,1,1,1,0,1,0,0,0,1,67,8,36,7,29,23,32,34,7,27,1,1,1,1,0,0.64,1,1,1,1
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/ServerSocketUtil.java,3,3,4,2,23,0,15,8,1,4,2,4,4,0,0,4,0,1,0,3,129,9,71,21,42,49,34,51,21,30,6,6,7,4,3,0.69,15,15,16,9
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/StaticMapping.java,1,1,1,1,8,0,5,3,1,2,2,10,10,8,0,10,0,0,0,10,161,15,72,31,27,74,24,46,26,20,4,4,4,1,3,1.03,15,15,15,10
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/TestClusterTopology.java,1,1,1,1,13,0,10,1,2,0,0,11,11,11,4,11,0,1,0,10,202,25,141,60,86,36,84,105,54,51,8,8,8,1,3,0.26,18,18,18,11
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/TestDNS.java,1,1,1,1,12,0,7,4,1,0,4,15,15,15,0,15,0,3,0,12,269,28,149,77,81,93,79,101,62,39,3,3,4,1,2,0.62,19,19,20,15
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/TestNetUtils.java,1,1,1,1,8,0,7,1,2,1,8,64,64,63,0,64,1,17,0,46,715,101,553,239,314,93,299,382,177,205,5,5,5,4,3,0.17,81,81,81,67
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/TestNetworkTopologyWithNodeGroup.java,1,1,1,1,13,0,10,2,1,0,4,10,10,10,0,10,0,1,0,9,213,25,145,42,95,43,87,107,33,74,3,3,3,1,2,0.3,16,16,17,10
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/TestScriptBasedMapping.java,1,1,1,1,6,0,6,0,1,0,0,6,6,6,0,6,0,1,0,5,78,10,51,27,27,17,31,38,23,15,1,1,1,1,0,0.33,6,6,6,6
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/TestScriptBasedMappingWithDependency.java,1,1,1,1,7,0,7,0,1,0,0,6,6,6,0,6,0,1,0,5,85,12,56,28,31,17,34,41,23,18,1,1,1,1,0,0.3,6,6,6,6
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/TestSocketIOWithTimeout.java,3,3,3,1,44,5,30,9,2,0,4,3,3,3,1,3,0,1,0,2,188,26,111,43,72,51,71,84,40,44,5,5,5,3,3,0.46,11,11,11,5
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/TestStaticMapping.java,1,1,1,1,11,0,8,3,1,0,1,15,15,15,0,15,0,6,1,8,241,25,148,66,92,68,91,108,53,55,2,2,2,1,1,0.46,16,16,16,15
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/TestSwitchMapping.java,1,1,1,1,8,0,5,3,2,0,0,8,8,8,0,8,0,0,0,8,128,16,64,36,27,48,24,34,25,9,1,1,1,1,0,0.75,8,8,8,8
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/TestTableMapping.java,1,1,1,1,22,4,18,0,1,0,0,6,6,6,2,6,0,0,0,6,186,38,130,60,98,18,103,110,50,60,1,1,1,1,0,0.14,6,6,6,6
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/unix/TemporarySocketDirectory.java,1,1,1,1,4,0,4,0,1,0,0,4,4,4,1,4,0,0,1,3,59,7,30,15,10,22,16,22,14,8,2,2,2,1,1,0.73,5,5,5,4
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/unix/TestDomainSocket.java,2,2,2,1,16,0,14,1,18,3,2,47,51,48,7,51,1,2,1,47,764,56,600,235,372,108,323,423,200,223,7,7,7,4,4,0.18,94,94,94,56
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/unix/TestDomainSocketWatcher.java,1,1,1,1,18,0,17,1,10,0,1,18,18,18,1,18,0,1,0,17,284,21,223,72,152,40,113,149,68,81,5,5,5,1,5,0.18,31,31,31,18
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/ManualTestKeytabLogins.java,2,2,2,1,19,2,17,0,1,1,0,1,1,0,0,1,0,0,0,1,57,5,22,9,12,30,11,14,7,7,2,2,2,1,1,1.36,2,2,2,1
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/NetUtilsTestResolver.java,1,1,1,1,5,0,5,0,1,1,0,7,7,6,2,7,0,0,0,7,85,11,53,23,23,21,29,39,20,19,2,2,2,1,1,0.4,9,9,9,7
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/SecurityUtilTestHelper.java,1,1,2,1,10,0,6,4,1,2,0,2,2,0,0,2,0,0,0,2,45,5,15,6,7,25,6,10,6,4,2,2,4,1,1,1.67,3,3,5,2
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/TestAuthenticationFilter.java,1,1,1,1,31,6,25,0,2,0,0,2,2,2,0,2,0,0,0,2,80,14,50,22,28,16,33,36,21,15,1,1,1,1,0,0.32,2,2,2,2
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/TestCompositeGroupMapping.java,1,1,1,1,6,0,5,0,5,0,9,13,13,13,4,13,0,0,2,11,186,37,128,64,58,22,65,87,49,38,3,3,3,1,1,0.17,19,19,20,13
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/TestCredentials.java,1,1,1,1,14,0,12,0,1,0,5,22,22,22,0,22,0,10,0,12,425,43,344,181,226,38,223,255,136,119,6,6,7,1,2,0.11,29,29,30,22
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/TestDoAsEffectiveUser.java,1,1,1,1,19,1,17,0,9,0,8,21,21,21,1,21,0,3,0,18,451,48,361,147,274,45,187,221,111,110,4,4,4,1,2,0.12,32,32,32,21
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/TestFixKerberosTicketOrder.java,1,1,1,1,12,1,11,0,7,0,0,19,19,9,9,9,0,0,0,9,236,37,169,54,123,30,83,99,51,48,3,3,3,3,0,0.18,23,23,23,23
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/TestGroupFallback.java,1,1,1,1,15,3,12,0,1,0,1,4,4,4,0,4,0,0,0,4,106,21,68,37,43,17,45,50,32,18,1,1,1,1,0,0.25,4,4,4,4
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/TestGroupsCaching.java,1,1,1,1,18,1,14,3,7,11,10,38,38,27,1,38,0,2,0,36,833,118,579,147,411,136,344,425,130,295,5,5,5,3,2,0.23,70,70,70,40
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/TestHttpCrossOriginFilterInitializer.java,1,1,1,1,27,4,19,4,1,0,0,1,1,1,0,1,0,0,0,1,58,10,27,14,17,21,16,18,12,6,1,1,1,1,0,0.78,1,1,1,1
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/TestJNIGroupsMapping.java,1,1,1,1,10,0,8,1,1,0,0,3,3,3,0,3,0,1,0,2,71,8,41,24,18,22,25,30,22,8,2,2,2,1,1,0.54,4,4,4,3
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/TestKDiag.java,1,1,1,1,6,0,5,0,1,4,8,21,21,17,2,21,2,2,0,17,242,31,169,76,74,42,67,95,57,38,3,3,3,1,2,0.25,25,25,25,21
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/TestKDiagNoKDC.java,1,1,1,1,5,0,4,1,1,1,3,9,9,8,2,9,2,0,0,7,131,18,84,54,24,29,48,60,45,15,3,3,3,1,2,0.35,11,11,11,9
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/TestLdapGroupsMapping.java,1,1,1,1,21,1,15,4,3,0,2,17,17,17,1,17,0,3,0,14,450,54,295,121,193,111,163,190,100,90,2,2,2,1,2,0.38,22,22,22,17
hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/TestLdapGroupsMappingBase.java,1,1,1,1,8,1,6,1,1,0,0,10,10,10,9,10,0,0,9,1,151,22,101,56,46,28,64,75,47,28,1,1,1,1,0,0.28,10,10,10,10
