"","JavaFile","AvgCyclomatic","AvgCyclomaticModified","AvgCyclomaticStrict","AvgEssential","AvgLine","AvgLineBlank","AvgLineCode","AvgLineComment","CountDeclClass","CountDeclClassMethod","CountDeclClassVariable","CountDeclExecutableUnit","CountDeclFunction","CountDeclInstanceMethod","CountDeclInstanceVariable","CountDeclMethod","CountDeclMethodDefault","CountDeclMethodPrivate","CountDeclMethodProtected","CountDeclMethodPublic","CountLine","CountLineBlank","CountLineCode","CountLineCodeDecl","CountLineCodeExe","CountLineComment","CountSemicolon","CountStmt","CountStmtDecl","CountStmtExe","MaxCyclomatic","MaxCyclomaticModified","MaxCyclomaticStrict","MaxEssential","MaxNesting","RatioCommentToCode","SumCyclomatic","SumCyclomaticModified","SumCyclomaticStrict","SumEssential","UniqueAuthors","TotalCodeChurn","TotalNumOfChanges","PostReleaseBugs","PreReleaseBugs","CatchQuantity","CatchSLOC","CatchLOC","OverCatchAntiPattern","AbortAndOvercatch","CatchAndReturnNull","CatchAndDoNothing","CatchGeneric","DummyHandler","LogAndReturnNull","MultiLineLog","NestedTry","RelyingOnGetCause","IncompleteImplementation","DestructiveWrapping","CatchRecoverability","AbortPercent","ReturnPercent","EmptyAction","NestedTryPercent","ThrowNewPercent","ToDoCount","DefaultPercent","LogActionCount","MethodCountPercent","ThrowCurrentPercent","ThrowWrapPercent","TryCallDepth","TryQuantity","TrySLOC","TryLOC","TryInvokeMethod","TryScope"
"21","hadoop-common-project/hadoop-auth/src/test/java/org/apache/hadoop/security/authentication/client/TestPseudoAuthenticator.java",1,1,1,1,8,0,8,0,1,0,0,8,8,8,0,8,0,1,0,7,106,12,81,36,46,13,44,55,29,26,1,1,1,1,1,0.16,8,8,8,8,5,81,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,10,10,2
"22","hadoop-common-project/hadoop-auth/src/test/java/org/apache/hadoop/security/authentication/KerberosTestUtils.java",1,1,1,1,8,0,8,0,3,7,1,10,10,3,1,10,0,0,0,10,140,17,105,38,57,20,59,76,37,39,5,5,5,1,2,0.19,16,16,16,10,6,69,3,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,100,0,0,0,0,100,0,0,0,0,0,2,1,7,7,5,1
"23","hadoop-common-project/hadoop-auth/src/test/java/org/apache/hadoop/security/authentication/server/TestAltKerberosAuthenticationHandler.java",1,1,1,1,14,0,11,1,2,0,0,6,6,6,0,6,0,0,2,4,115,12,81,29,49,22,46,57,24,33,3,3,3,1,1,0.27,10,10,10,6,2,127,2,0,0,2,4,4,1,0,0,0,2,0,0,0,0,0,0,0,2,100,0,0,0,0,0,0,0,50,0,0,2,2,2,2,2,2
"24","hadoop-common-project/hadoop-auth/src/test/java/org/apache/hadoop/security/authentication/server/TestAuthenticationFilter.java",1,1,1,1,23,1,20,1,10,5,7,49,49,44,0,49,0,7,0,42,1247,128,1063,340,818,78,556,643,266,377,5,5,9,1,3,0.07,68,68,78,49,11,1650,22,0,0,5,6,8,1,0,0,1,4,0,0,0,2,0,0,0,5,80,0,40,0,0,20,20,0,0,0,0,2,22,294,294,263,22
"25","hadoop-common-project/hadoop-auth/src/test/java/org/apache/hadoop/security/authentication/server/TestJWTRedirectAuthenticationHandler.java",2,2,2,1,22,3,19,0,1,0,2,17,17,17,3,17,0,0,3,14,476,80,381,173,288,21,230,258,135,123,3,3,3,1,1,0.06,37,37,37,17,2,0,0,0,0,20,20,20,9,0,0,0,10,0,0,0,0,0,0,0,20,50,0,0,0,0,0,0,0,0,0,0,2,10,133,135,130,10
"26","hadoop-common-project/hadoop-auth/src/test/java/org/apache/hadoop/security/authentication/server/TestKerberosAuthenticationHandler.java",1,1,1,1,15,1,13,0,2,0,0,16,16,16,1,16,0,0,3,13,299,41,236,99,152,25,145,173,87,86,3,3,3,1,1,0.11,28,28,28,16,12,245,8,0,0,8,6,8,2,0,0,3,5,0,0,0,0,1,0,0,8,62,0,0,0,0,25,37,0,12,0,0,2,6,19,19,17,6
"27","hadoop-common-project/hadoop-auth/src/test/java/org/apache/hadoop/security/authentication/server/TestLdapAuthenticationHandler.java",1,1,1,1,11,0,10,0,1,0,0,7,7,7,1,7,0,0,1,6,159,18,124,77,56,18,68,78,50,28,3,3,3,1,1,0.15,10,10,10,7,2,159,1,0,0,3,3,4,1,0,0,1,2,0,0,0,0,0,0,0,3,66,0,0,0,0,33,33,0,33,0,0,2,2,3,3,3,2
"28","hadoop-common-project/hadoop-auth/src/test/java/org/apache/hadoop/security/authentication/server/TestMultiSchemeAuthenticationHandler.java",1,1,1,1,13,1,11,1,1,0,0,7,7,7,2,7,0,1,0,6,189,20,148,90,67,23,90,100,62,38,3,3,3,1,1,0.16,10,10,10,7,3,191,2,0,0,3,2,3,1,0,0,1,2,0,0,0,0,0,0,0,3,66,0,0,0,0,0,33,0,33,0,0,2,2,3,3,3,2
"29","hadoop-common-project/hadoop-auth/src/test/java/org/apache/hadoop/security/authentication/server/TestPseudoAuthenticationHandler.java",1,1,1,1,10,1,9,0,1,0,0,7,7,7,0,7,0,1,0,6,117,20,84,41,49,13,50,62,35,27,1,1,1,1,1,0.15,7,7,7,7,4,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,29,29,29,4
"30","hadoop-common-project/hadoop-auth/src/test/java/org/apache/hadoop/security/authentication/util/TestAuthToken.java",4,4,4,1,24,0,22,2,1,0,0,4,4,4,0,4,0,0,0,4,127,9,98,24,73,22,56,68,20,48,13,13,13,1,1,0.22,18,18,18,4,2,127,1,0,0,14,7,14,1,0,0,2,2,0,0,0,0,0,0,0,14,14,0,0,0,0,50,14,0,0,0,0,2,7,14,14,8,7
"31","hadoop-common-project/hadoop-auth/src/test/java/org/apache/hadoop/security/authentication/util/TestCertificateUtil.java",2,2,2,1,19,0,19,0,1,0,0,3,3,3,0,3,0,0,0,3,98,9,72,22,50,17,21,28,16,12,2,2,2,1,1,0.24,6,6,6,3,4,106,3,0,0,3,3,3,0,0,0,0,3,0,0,0,0,0,0,0,3,100,0,0,0,0,0,0,0,0,0,0,2,3,7,7,4,3
"32","hadoop-common-project/hadoop-auth/src/test/java/org/apache/hadoop/security/authentication/util/TestKerberosName.java",1,1,1,1,10,0,9,0,1,0,0,8,8,8,0,8,0,2,0,6,128,18,91,34,57,23,54,64,26,38,2,2,2,1,1,0.25,9,9,9,8,7,78,5,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,100,0,0,0,0,0,100,0,0,0,0,2,1,2,2,1,1
"33","hadoop-common-project/hadoop-auth/src/test/java/org/apache/hadoop/security/authentication/util/TestKerberosUtil.java",2,2,2,1,20,1,18,1,1,1,2,9,9,8,0,9,0,2,0,7,254,22,200,70,135,32,78,100,57,43,3,3,3,1,2,0.16,19,19,20,9,9,350,9,0,0,3,0,2,0,0,0,2,2,0,0,0,0,0,0,0,3,66,0,0,0,0,0,66,0,0,0,0,2,2,4,4,4,2
"34","hadoop-common-project/hadoop-auth/src/test/java/org/apache/hadoop/security/authentication/util/TestRandomSignerSecretProvider.java",1,1,1,1,11,0,10,1,2,0,0,5,5,5,2,5,1,1,1,2,111,13,73,31,43,25,49,57,27,30,1,1,1,1,1,0.34,5,5,5,5,4,133,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,25,25,25,1
"35","hadoop-common-project/hadoop-auth/src/test/java/org/apache/hadoop/security/authentication/util/TestRolloverSignerSecretProvider.java",1,1,1,1,15,1,14,0,2,0,0,3,3,3,2,3,0,0,1,2,79,11,55,21,35,14,37,43,17,26,1,1,1,1,1,0.25,3,3,3,3,2,81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,22,22,22,1
"36","hadoop-common-project/hadoop-auth/src/test/java/org/apache/hadoop/security/authentication/util/TestSigner.java",1,1,1,1,9,0,9,0,2,0,0,12,12,12,2,12,0,1,0,11,163,16,129,59,78,22,72,91,49,42,5,5,5,1,1,0.17,21,21,21,12,3,144,3,0,0,9,4,9,2,0,0,4,4,0,0,0,0,0,0,0,9,44,0,0,0,0,44,44,0,0,0,0,2,5,10,11,10,5
"37","hadoop-common-project/hadoop-auth/src/test/java/org/apache/hadoop/security/authentication/util/TestZKSignerSecretProvider.java",1,1,1,1,20,1,18,1,3,0,0,14,14,14,4,14,2,2,2,8,375,33,297,100,221,45,207,231,83,148,5,3,5,1,2,0.15,19,17,19,14,6,703,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,110,110,110,4
"38","hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/conf/Configuration.java",2,2,2,1,15,0,9,5,17,22,16,202,202,180,36,202,29,30,3,140,3767,290,2140,671,1279,1352,979,1500,620,880,57,41,60,27,7,0.63,499,481,532,304,66,4017,112,24,10,17,24,28,0,0,3,0,14,0,0,0,2,0,1,0,17,82,23,11,0,5,5,0,0,0,0,0,2,16,54,72,30,16
"39","hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/conf/ConfServlet.java",2,2,2,1,10,0,8,1,2,3,4,6,6,3,0,6,3,1,0,2,120,17,76,38,36,27,36,50,29,21,6,6,6,1,1,0.36,14,14,15,6,13,72,7,0,0,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,2,50,0,0,0,0,0,0,0,0,0,0,6,1,1,1,0,1
"40","hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/conf/ReconfigurableBase.java",2,2,2,1,13,0,11,2,2,0,1,11,14,14,8,14,1,0,2,11,277,28,161,64,89,88,77,107,53,54,7,7,7,3,3,0.55,25,25,25,13,9,235,10,0,4,2,1,1,0,0,0,1,2,0,0,0,0,1,0,0,2,100,0,0,0,0,50,50,0,50,0,0,6,2,3,3,3,2
"41","hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/conf/ReconfigurationServlet.java",2,2,3,1,18,1,16,0,1,0,3,9,9,9,0,9,0,6,2,1,238,30,172,53,118,36,77,99,43,56,7,7,17,1,5,0.21,21,21,31,9,9,36,6,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,100,100,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1
"42","hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/crypto/CryptoCodec.java",4,4,4,1,28,0,21,6,1,3,1,3,8,5,0,8,0,1,0,7,183,15,93,43,48,75,47,62,38,24,6,6,6,1,4,0.81,13,13,13,3,10,319,14,0,0,3,3,3,0,0,0,0,2,0,0,0,0,0,0,0,3,66,0,0,0,0,0,0,0,0,0,0,2,2,4,4,4,2
"43","hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/crypto/CryptoInputStream.java",2,2,2,1,12,0,10,1,1,0,0,45,45,45,18,45,0,18,0,27,748,66,556,178,322,133,264,368,131,237,13,13,16,6,4,0.24,107,105,112,59,16,1106,13,0,0,10,10,10,0,0,0,0,10,0,0,0,0,0,0,0,10,100,0,0,0,0,0,0,0,0,0,0,2,12,31,38,20,12
"44","hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/crypto/CryptoOutputStream.java",1,1,2,1,10,0,8,1,1,0,0,20,20,20,14,20,0,5,0,15,316,29,208,74,102,81,100,139,51,88,5,5,8,1,2,0.39,37,37,40,20,12,446,11,0,0,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,2,3,5,5,5,3
"45","hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/crypto/JceAesCtrCryptoCodec.java",1,1,1,1,7,0,6,1,2,0,1,12,12,12,6,12,0,1,0,11,165,20,111,56,42,34,49,68,40,28,3,3,3,1,2,0.31,18,18,19,12,6,183,4,0,0,3,4,4,0,0,0,0,3,0,0,0,0,0,0,0,3,100,0,0,0,0,33,0,0,0,0,0,2,3,5,6,5,3
"46","hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/crypto/key/CachingKeyProvider.java",2,2,2,1,11,0,11,0,6,0,0,12,12,12,4,12,1,0,0,11,182,15,141,46,80,26,55,82,35,47,4,4,4,3,2,0.18,24,24,24,18,3,188,2,0,0,3,6,6,0,0,3,0,3,0,0,0,0,3,0,0,3,100,100,0,0,0,100,0,0,0,0,0,12,3,3,3,3,3
"47","hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/crypto/key/JavaKeyStoreProvider.java",2,2,2,1,14,0,12,1,3,2,7,36,36,34,11,36,2,16,2,16,707,52,548,162,328,107,247,347,129,218,9,9,9,7,4,0.2,96,96,101,50,12,1297,25,0,0,26,27,33,3,0,0,1,13,0,0,0,8,0,4,0,26,50,3,30,3,15,0,3,0,3,0,0,12,26,79,93,45,26
"48","hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/crypto/key/KeyProvider.java",1,1,1,1,9,0,6,2,4,4,10,47,55,51,14,55,0,1,7,47,685,66,399,148,207,221,197,285,133,152,9,9,9,3,4,0.55,83,83,87,51,13,879,24,7,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,12,12,12,2
"49","hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/crypto/key/KeyProviderCryptoExtension.java",1,1,1,1,16,0,9,6,5,3,3,26,32,29,5,32,2,3,4,23,634,51,303,145,158,280,134,176,98,78,4,4,4,3,3,0.92,36,36,38,28,8,944,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,14,15,10,4
"50","hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/crypto/key/KeyProviderFactory.java",3,3,3,2,20,0,15,4,1,2,2,2,3,1,1,3,0,0,0,3,104,10,61,32,26,33,28,39,25,14,4,4,4,3,3,0.54,7,7,7,4,5,128,5,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,12,1,3,3,1,1
"51","hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/crypto/key/KeyShell.java",3,3,3,2,14,0,13,0,7,1,14,25,27,26,11,27,1,0,4,22,546,50,453,117,305,44,203,294,98,196,27,27,34,22,4,0.1,84,84,91,54,10,1312,18,0,0,11,20,20,0,0,0,0,8,2,0,0,1,0,0,0,11,72,0,9,0,0,0,0,0,0,0,9,12,9,30,30,29,9
"52","hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/crypto/key/kms/KMSClientProvider.java",2,2,2,1,14,0,13,1,12,3,19,58,58,55,9,58,1,16,0,41,1112,86,922,370,558,105,425,570,279,291,9,9,12,3,5,0.11,133,133,143,62,21,2150,60,30,0,18,21,21,1,0,0,0,15,0,0,0,1,1,0,0,18,83,0,5,0,0,11,0,0,0,0,0,12,18,36,38,32,18
"53","hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/crypto/key/kms/LoadBalancingKMSClientProvider.java",1,1,1,1,9,0,8,0,21,1,1,48,49,48,3,49,1,3,0,45,504,40,429,128,239,35,139,227,102,125,12,12,13,5,4,0.08,82,82,84,54,6,708,12,6,0,14,27,34,0,0,0,0,10,0,0,0,1,6,2,0,14,71,0,7,7,14,42,0,0,7,0,0,12,12,15,15,12,12
"54","hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/crypto/key/kms/ValueQueue.java",1,1,1,1,12,0,9,3,7,1,4,26,25,26,15,27,0,8,0,19,447,35,276,101,143,139,123,177,84,93,10,8,10,4,4,0.5,49,47,51,29,10,509,10,4,0,3,2,3,1,0,0,1,3,0,0,0,2,0,0,0,3,100,0,66,0,0,0,33,0,0,0,0,12,6,13,20,9,6
"55","hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/crypto/OpensslAesCtrCryptoCodec.java",1,1,1,1,6,0,5,1,2,0,1,13,13,13,5,13,0,1,0,12,167,20,113,57,43,34,50,71,41,30,3,3,3,1,2,0.3,19,19,19,13,10,209,9,0,0,3,3,3,0,0,0,1,3,0,0,0,0,0,0,0,3,100,0,0,0,0,33,33,0,0,0,0,2,3,7,8,6,3
