"","JavaFile","AvgCyclomatic","AvgCyclomaticModified","AvgCyclomaticStrict","AvgEssential","AvgLine","AvgLineBlank","AvgLineCode","AvgLineComment","CountDeclClass","CountDeclClassMethod","CountDeclClassVariable","CountDeclExecutableUnit","CountDeclFunction","CountDeclInstanceMethod","CountDeclInstanceVariable","CountDeclMethod","CountDeclMethodDefault","CountDeclMethodPrivate","CountDeclMethodProtected","CountDeclMethodPublic","CountLine","CountLineBlank","CountLineCode","CountLineCodeDecl","CountLineCodeExe","CountLineComment","CountSemicolon","CountStmt","CountStmtDecl","CountStmtExe","MaxCyclomatic","MaxCyclomaticModified","MaxCyclomaticStrict","MaxEssential","MaxNesting","RatioCommentToCode","SumCyclomatic","SumCyclomaticModified","SumCyclomaticStrict","SumEssential","UniqueAuthors","TotalCodeChurn","TotalNumOfChanges","PostReleaseBugs","PreReleaseBugs","CatchQuantity","CatchSLOC","CatchLOC","OverCatchAntiPattern","AbortAndOvercatch","CatchAndReturnNull","CatchAndDoNothing","CatchGeneric","DummyHandler","LogAndReturnNull","MultiLineLog","NestedTry","RelyingOnGetCause","IncompleteImplementation","DestructiveWrapping","CatchRecoverability","AbortPercent","ReturnPercent","EmptyAction","NestedTryPercent","ThrowNewPercent","ToDoCount","DefaultPercent","LogActionCount","MethodCountPercent","ThrowCurrentPercent","ThrowWrapPercent","TryCallDepth","TryQuantity","TrySLOC","TryLOC","TryInvokeMethod","TryScope"
"541","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/ConfigUtil.java",2,2,2,1,7,0,7,0,1,4,0,4,4,0,0,4,4,0,0,0,67,8,37,14,17,22,22,29,16,13,3,3,3,1,1,0.59,8,8,8,4,3,14,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1
"542","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/TestGraphiteMetrics.java",1,1,2,1,22,3,18,1,1,0,0,7,7,7,0,7,0,2,0,5,215,34,156,66,107,25,105,119,61,58,3,3,3,1,1,0.16,13,13,16,7,4,351,5,0,0,6,6,6,0,0,0,0,4,6,0,0,0,0,0,0,6,66,0,0,0,0,100,0,0,0,0,0,5,6,7,7,7,6
"543","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/TestMetricsSourceAdapter.java",1,1,1,1,13,1,10,2,6,0,3,15,15,15,14,15,3,0,0,12,331,44,226,118,127,67,132,163,99,64,5,5,5,4,3,0.3,23,23,23,18,4,537,7,0,0,2,4,6,0,0,0,0,2,0,0,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,5,2,7,10,7,2
"544","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/TestMetricsSystemImpl.java",1,1,1,1,12,0,11,0,13,1,2,42,42,41,21,42,3,3,0,36,642,62,533,192,352,50,313,387,179,208,5,5,5,5,3,0.09,62,62,64,49,17,900,21,0,3,4,7,7,0,0,0,0,2,0,0,0,0,0,0,0,4,50,75,0,0,0,0,0,0,0,0,0,5,6,34,41,31,6
"545","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/TestSinkQueue.java",1,1,1,1,12,0,10,1,14,0,1,23,24,24,1,24,1,3,0,20,282,25,202,44,138,61,117,151,56,95,2,2,2,1,1,0.3,31,31,31,23,4,10,1,0,0,4,5,5,0,0,0,0,4,0,0,0,0,0,0,0,4,100,25,0,0,0,0,0,0,0,0,0,5,4,6,8,6,4
"546","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/TestStatsDMetrics.java",1,1,1,1,24,1,22,0,1,0,0,3,3,3,0,3,0,1,0,2,122,14,91,48,53,17,61,67,39,28,1,1,2,1,1,0.19,3,3,5,3,3,122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,16,16,14,2
"547","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/lib/TestMetricsRegistry.java",1,1,1,1,8,0,7,1,10,0,0,14,14,14,0,14,0,1,0,13,154,15,104,23,77,35,59,75,29,46,2,2,2,1,1,0.34,15,15,15,14,6,65,4,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,100,100,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1
"548","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/lib/TestMutableMetrics.java",2,2,2,1,33,3,26,4,3,1,1,11,13,12,1,13,2,1,0,10,412,48,298,107,226,68,220,256,114,142,7,7,7,1,3,0.23,31,31,31,11,10,332,7,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,100,0,0,0,0,0,100,0,0,0,0,5,1,4,8,4,1
"549","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/lib/TestMutableRollingAverages.java",1,1,1,1,16,1,11,4,3,0,1,8,8,8,1,8,3,0,1,4,193,25,111,47,67,58,64,78,43,35,5,5,5,1,3,0.52,12,12,12,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,11,19,11,2
"550","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/sink/RollingFileSystemSinkTestBase.java",1,1,1,1,16,1,8,6,4,3,7,26,26,23,3,26,3,0,12,11,562,72,298,142,156,193,146,192,111,81,3,3,4,1,3,0.65,39,39,41,26,6,632,8,3,0,4,8,8,0,0,0,0,4,0,0,0,0,0,0,0,4,100,0,0,0,0,0,0,0,0,0,0,5,7,9,9,9,7
"551","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/sink/TestFileSink.java",1,1,1,1,9,0,7,1,3,0,0,8,8,8,3,8,3,1,0,4,145,22,97,54,47,27,56,69,43,26,2,2,2,1,1,0.28,9,9,9,8,3,155,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,4,3,1
"552","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/sink/TestRollingFileSystemSink.java",1,1,3,1,42,8,30,4,1,0,0,5,5,5,0,5,0,1,0,4,259,50,168,37,135,41,109,120,32,88,3,3,10,1,2,0.24,8,8,17,5,3,461,5,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,100,0,0,0,0,0,100,0,0,0,0,5,1,3,3,2,1
"553","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/sink/TestRollingFileSystemSinkWithLocal.java",1,1,1,1,15,2,8,5,1,0,0,7,7,7,0,7,0,0,0,7,157,26,74,33,43,57,39,49,25,24,1,1,1,1,1,0.77,7,7,7,7,3,157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,8,12,8,2
"554","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/source/TestJvmMetrics.java",2,2,2,1,14,0,13,0,2,0,0,11,11,11,5,11,0,0,0,11,229,27,178,74,105,25,105,134,61,73,6,6,7,1,2,0.14,25,25,26,11,7,199,5,0,3,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,5,2,7,7,7,2
"555","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/ServerSocketUtil.java",3,3,4,2,23,0,15,8,1,4,2,4,4,0,0,4,0,1,0,3,129,9,71,21,42,49,34,51,21,30,6,6,7,4,3,0.69,15,15,16,9,9,145,7,0,0,2,3,3,0,0,0,0,2,0,0,0,1,0,0,0,2,100,50,50,0,0,0,0,0,50,0,0,5,2,3,3,1,2
"556","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/TestDNS.java",1,1,1,1,12,0,7,4,1,0,4,15,15,15,0,15,0,3,0,12,269,28,149,77,81,93,79,101,62,39,3,3,4,1,2,0.62,19,19,20,15,9,233,7,0,0,3,2,5,0,0,0,1,3,0,0,0,0,0,1,0,3,100,0,0,0,33,0,33,0,0,0,0,5,5,10,15,6,5
"557","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/TestNetUtils.java",1,1,1,1,8,0,7,1,2,1,8,64,64,63,0,64,1,17,0,46,715,101,553,239,314,93,299,382,177,205,5,5,5,4,3,0.17,81,81,81,67,18,790,20,0,0,7,6,8,1,0,0,2,6,0,0,0,0,0,0,0,7,85,0,0,0,0,0,28,0,0,0,0,5,7,17,21,11,7
"558","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/TestNetworkTopologyWithNodeGroup.java",1,1,1,1,13,0,10,2,1,0,4,10,10,10,0,10,0,1,0,9,213,25,145,42,95,43,87,107,33,74,3,3,3,1,2,0.3,16,16,17,10,5,275,7,0,0,2,3,3,0,0,0,0,2,0,0,0,0,0,0,0,2,100,0,0,50,0,0,0,0,0,0,0,5,2,3,3,3,2
"559","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/TestSocketIOWithTimeout.java",3,3,3,1,44,5,30,9,2,0,4,3,3,3,1,3,0,1,0,2,188,26,111,43,72,51,71,84,40,44,5,5,5,3,3,0.46,11,11,11,5,11,148,6,3,0,3,6,6,0,0,0,0,3,0,0,0,1,0,0,0,3,100,0,33,0,0,0,0,0,0,0,0,5,4,34,53,25,4
"560","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/unix/TestDomainSocket.java",2,2,2,1,16,0,14,1,18,3,2,47,51,48,7,51,1,2,1,47,764,56,600,235,372,108,323,423,200,223,7,7,7,4,4,0.18,94,94,94,56,8,822,11,0,0,18,21,22,1,0,2,2,13,0,0,0,3,0,0,0,18,72,16,16,0,0,0,11,0,0,0,0,2,18,88,94,72,18
"561","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/unix/TestDomainSocketWatcher.java",1,1,1,1,18,0,17,1,10,0,1,18,18,18,1,18,0,1,0,17,284,21,223,72,152,40,113,149,68,81,5,5,5,1,5,0.18,31,31,31,18,7,314,6,0,0,4,8,8,0,0,0,0,4,0,0,0,4,0,0,0,4,100,0,100,0,0,0,0,0,0,0,0,2,8,8,8,8,8
"562","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/alias/TestCredentialProviderFactory.java",1,1,1,1,19,1,16,2,1,2,3,10,10,8,1,10,1,1,0,8,274,30,211,99,138,40,138,157,78,79,4,4,4,1,1,0.19,18,18,18,10,9,320,8,0,0,6,8,8,0,0,0,0,4,2,0,0,2,0,0,0,6,66,0,33,0,0,33,0,0,0,0,0,7,6,10,10,6,6
"563","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/authorize/TestAccessControlList.java",1,1,1,1,33,4,24,5,1,0,1,12,12,12,0,12,0,4,0,8,475,66,326,89,238,87,242,261,65,196,5,5,5,3,1,0.27,18,18,18,14,13,70,7,0,0,4,4,4,0,0,0,0,1,0,0,0,0,0,0,0,4,25,0,0,0,0,0,0,0,0,0,0,7,4,4,4,4,4
"564","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/authorize/TestProxyUsers.java",1,1,1,1,21,2,15,3,2,2,10,25,25,23,0,25,0,2,0,23,654,98,444,162,332,112,204,242,110,132,5,5,7,3,3,0.25,36,36,38,27,12,644,13,0,0,3,1,2,0,0,0,2,3,0,0,0,0,0,0,0,3,100,0,0,0,0,0,66,0,33,0,0,20,3,4,4,3,3
"565","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/authorize/TestServiceAuthorization.java",3,3,3,1,35,1,30,3,3,0,8,8,8,8,0,8,0,0,0,8,348,26,274,71,197,48,126,158,50,108,7,7,7,1,1,0.18,30,30,30,8,4,373,3,0,0,22,14,21,0,0,0,6,6,0,0,0,0,0,0,0,22,27,0,0,0,0,63,27,0,0,0,0,7,22,30,30,30,22
"566","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/NetUtilsTestResolver.java",1,1,1,1,5,0,5,0,1,1,0,7,7,6,2,7,0,0,0,7,85,11,53,23,23,21,29,39,20,19,2,2,2,1,1,0.4,9,9,9,7,2,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,7,1,2,2,2,1
"567","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/ssl/KeyStoreTestUtil.java",1,1,1,1,18,0,11,6,1,24,0,24,24,0,0,24,0,4,0,20,524,48,301,146,169,177,158,196,107,89,7,7,8,1,1,0.59,35,35,36,24,10,800,9,0,0,1,2,2,1,0,0,0,1,1,0,0,1,0,0,0,1,100,0,100,0,0,100,0,0,100,0,0,20,3,5,6,5,3
"568","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/ssl/TestReloadingX509TrustManager.java",1,1,1,1,15,1,13,0,3,1,1,10,10,9,3,10,0,1,0,9,220,32,164,72,101,24,101,118,58,60,1,1,1,1,1,0.15,10,10,10,10,6,264,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,31,34,27,6
"569","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/ssl/TestSSLFactory.java",1,1,1,1,13,0,10,2,1,3,4,27,27,24,1,27,0,9,0,18,488,51,361,151,221,78,198,243,112,131,4,4,7,1,3,0.22,37,37,41,27,10,552,13,7,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,20,8,19,19,19,8
"570","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/TestDoAsEffectiveUser.java",1,1,1,1,19,1,17,0,9,0,8,21,21,21,1,21,0,3,0,18,451,48,361,147,274,45,187,221,111,110,4,4,4,1,2,0.12,32,32,32,21,16,1670,20,0,0,8,12,12,2,0,0,0,8,8,0,0,0,0,0,0,8,100,0,0,0,0,100,0,0,0,0,0,3,8,28,28,22,8
"571","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/TestGroupsCaching.java",1,1,1,1,18,1,14,3,7,11,10,38,38,27,1,38,0,2,0,36,833,118,579,147,411,136,344,425,130,295,5,5,5,3,2,0.23,70,70,70,40,15,899,10,6,0,16,10,17,0,0,0,4,10,0,0,0,0,0,2,0,16,62,0,0,0,12,6,25,0,0,0,0,7,16,28,28,22,16
"572","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/TestKDiag.java",1,1,1,1,6,0,5,0,1,4,8,21,21,17,2,21,2,2,0,17,242,31,169,76,74,42,67,95,57,38,3,3,3,1,2,0.25,25,25,25,21,6,244,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,7,2,3,3,2,2
"573","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/TestKDiagNoKDC.java",1,1,1,1,5,0,4,1,1,1,3,9,9,8,2,9,2,0,0,7,131,18,84,54,24,29,48,60,45,15,3,3,3,1,2,0.35,11,11,11,9,3,131,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,7,1,2,2,1,1
"574","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/TestLdapGroupsMapping.java",1,1,1,1,21,1,15,4,3,0,2,17,17,17,1,17,0,3,0,14,450,54,295,121,193,111,163,190,100,90,2,2,2,1,2,0.38,22,22,22,17,16,618,12,0,0,5,10,10,1,0,0,0,5,3,0,0,5,0,0,0,5,100,0,100,0,0,60,0,0,40,0,0,7,9,33,40,29,9
"575","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/TestRaceWhenRelogin.java",2,2,2,1,10,0,10,0,2,0,0,9,9,5,11,5,0,2,0,3,162,22,119,49,69,21,75,94,50,44,5,5,5,3,2,0.18,20,20,20,11,1,162,1,0,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,50,0,0,0,0,0,50,0,0,0,0,3,4,4,4,4,4
"576","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/TestSecurityUtil.java",1,1,1,1,11,0,10,1,1,1,1,31,31,30,0,31,3,7,0,21,488,49,379,149,252,69,220,262,116,146,5,5,6,3,2,0.18,39,39,40,33,14,420,14,0,0,4,4,5,0,0,0,0,3,0,0,0,0,0,0,0,4,75,0,0,0,0,25,0,0,25,0,0,7,6,18,18,18,6
"577","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/TestShellBasedIdMapping.java",1,1,1,1,39,3,31,4,1,0,1,8,8,8,0,8,0,1,0,7,373,45,280,97,226,50,176,198,84,114,5,5,5,1,2,0.18,15,15,15,8,6,190,7,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,100,0,0,0,0,0,100,0,0,0,0,7,1,1,1,1,1
"578","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/TestShellBasedUnixGroupsMapping.java",1,1,1,1,15,1,11,2,6,0,1,15,15,15,2,15,1,0,9,5,334,48,234,89,142,52,106,135,65,70,2,2,2,1,1,0.22,23,23,23,15,6,356,3,5,0,7,7,7,0,0,0,0,7,0,0,1,0,0,0,0,7,100,0,0,0,0,0,0,0,0,0,14,7,7,14,18,13,7
"579","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/TestUGILoginFromKeytab.java",1,1,1,1,22,2,17,2,8,2,0,21,21,19,4,21,0,4,0,17,491,64,353,153,243,74,227,254,131,123,3,3,3,1,2,0.21,29,29,29,21,5,495,2,0,0,2,0,2,0,0,0,2,2,0,0,0,0,0,0,0,2,100,0,0,0,0,0,100,0,0,0,0,7,2,4,4,3,2
"580","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/TestUGIWithExternalKdc.java",1,1,1,1,14,2,12,0,1,0,0,2,2,2,0,2,0,0,0,2,74,11,38,20,19,25,23,27,17,10,2,2,2,1,1,0.66,3,3,3,2,4,224,4,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,100,0,0,0,0,100,0,0,0,0,0,2,1,2,2,2,1
"581","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/TestUGIWithMiniKdc.java",1,1,1,1,16,0,13,2,1,0,1,4,4,3,0,3,0,1,0,2,115,11,74,40,37,30,53,60,37,23,2,2,2,1,1,0.41,6,6,6,4,4,205,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,11,15,10,1
"582","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/TestUGIWithSecurityOn.java",2,2,2,1,17,1,16,0,2,1,0,5,5,4,0,5,0,0,0,5,117,14,86,40,54,17,40,51,30,21,3,3,3,1,1,0.2,10,10,11,5,5,125,4,0,0,2,2,2,1,0,0,0,2,2,0,0,0,0,0,0,2,100,0,0,0,0,100,0,0,0,0,0,7,2,6,6,6,2
"583","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/TestUserGroupInformation.java",1,1,1,1,16,1,13,2,17,3,8,64,64,61,2,64,0,6,0,58,1214,132,930,392,630,162,572,666,308,358,7,7,7,1,2,0.17,90,90,93,64,30,1420,49,3,0,6,10,11,1,0,0,1,5,2,0,0,0,0,0,0,6,83,0,0,0,0,50,16,0,0,0,16,7,5,8,8,6,5
"584","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/token/delegation/TestDelegationToken.java",1,1,1,1,11,0,10,0,9,0,2,40,40,40,5,40,0,3,7,30,559,56,467,212,270,36,242,303,148,155,4,4,4,1,2,0.08,51,51,51,40,14,206,11,0,0,5,3,5,0,0,0,3,4,0,0,0,2,0,0,0,5,80,20,40,0,0,0,60,0,20,0,0,4,10,71,88,59,10
"585","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/token/delegation/TestZKDelegationTokenSecretManager.java",1,1,1,1,20,1,17,1,5,0,5,19,19,19,2,19,0,3,2,14,476,55,375,166,246,47,242,274,127,147,4,4,4,1,2,0.13,31,31,31,19,7,634,6,0,0,6,2,6,0,0,0,2,0,1,0,0,0,0,0,0,6,0,0,0,0,0,16,33,0,0,0,0,20,6,11,11,1,6
"586","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/token/delegation/web/TestDelegationTokenAuthenticationHandlerWithMocks.java",1,1,1,1,17,1,16,0,4,0,0,27,27,27,2,27,0,12,0,15,544,55,468,165,348,21,269,304,137,167,4,4,4,1,1,0.04,33,33,33,27,7,708,9,0,0,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,2,50,0,0,0,0,50,50,0,0,0,0,4,2,15,15,14,2
"587","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/token/delegation/web/TestDelegationTokenManager.java",1,1,1,1,11,0,10,0,1,1,1,3,3,2,1,3,0,0,0,3,79,9,52,27,24,18,33,38,21,17,3,3,3,1,1,0.35,5,5,5,3,3,94,3,0,0,2,1,2,1,0,0,1,1,0,0,0,0,0,0,0,2,50,0,0,0,0,50,50,0,0,0,0,4,1,2,2,2,1
"588","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/token/delegation/web/TestWebDelegationToken.java",1,1,1,1,19,1,16,0,22,1,4,52,52,51,3,52,0,3,15,34,1031,137,850,318,549,54,472,565,232,333,5,5,5,1,2,0.06,73,73,74,52,11,1447,17,0,0,9,9,9,1,0,0,0,6,0,0,0,3,2,0,0,9,66,0,33,0,0,11,0,0,11,0,0,4,18,153,175,136,18
"589","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/token/TestDtUtilShell.java",1,1,1,1,15,0,14,0,1,0,10,12,12,12,15,12,0,0,0,12,286,22,247,92,181,20,163,179,71,108,3,3,3,1,1,0.08,14,14,14,12,5,834,6,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,1,2,2,2,1
"590","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/service/launcher/AbstractServiceLauncherTestBase.java",1,1,1,1,13,0,7,5,1,1,2,17,17,16,3,17,0,0,13,4,317,28,171,85,81,118,78,104,61,43,4,4,4,1,3,0.69,23,23,25,17,3,317,1,0,0,2,5,5,0,0,0,0,2,0,0,0,0,0,0,0,2,100,50,0,0,0,50,0,0,0,0,0,51,3,6,6,5,3
"591","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/service/launcher/TestServiceConf.java",1,1,1,1,11,0,10,0,1,0,0,8,8,8,0,8,0,0,0,8,146,17,104,49,60,25,43,55,35,20,2,2,2,1,1,0.24,10,10,10,8,2,146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,2,2,2,1
"592","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/service/launcher/TestServiceInterruptHandling.java",1,1,1,1,17,1,14,1,2,0,1,4,4,4,1,4,0,0,0,4,118,16,77,35,45,25,43,52,25,27,3,3,3,1,1,0.32,7,7,7,4,2,118,1,0,0,3,3,3,0,0,0,0,2,0,0,0,0,0,0,0,3,66,0,0,0,0,0,0,0,0,0,0,51,3,6,6,3,3
"593","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/service/launcher/TestServiceLauncherCreationFailures.java",1,1,1,1,3,0,3,0,1,0,1,8,8,8,0,8,0,0,0,8,83,13,50,26,15,20,16,26,16,10,2,2,2,1,1,0.4,9,9,9,8,2,83,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,51,1,1,1,1,1
"594","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/service/launcher/testservices/FailingStopInStartService.java",1,1,1,1,4,0,4,0,1,0,2,3,3,3,0,3,1,0,1,1,47,5,21,10,8,21,7,12,7,5,2,2,2,1,1,1,4,4,4,3,2,47,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,100,0,0,0,0,0,100,0,100,0,0,51,1,1,1,1,1
"595","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/service/launcher/testservices/RunningService.java",1,1,1,1,5,0,5,0,1,0,6,6,6,6,3,6,0,0,2,4,84,12,52,27,24,20,28,37,22,15,3,3,3,1,2,0.38,8,8,8,6,2,84,1,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,51,1,2,2,1,1
"596","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/service/TestCompositeService.java",1,1,1,1,12,0,10,0,12,4,5,72,72,68,8,72,0,5,7,60,1068,127,841,259,582,100,506,612,209,403,6,6,7,1,3,0.12,100,100,101,72,5,553,3,0,0,9,1,9,0,0,0,8,9,0,0,0,0,0,0,0,9,100,0,0,0,0,0,88,0,0,0,0,51,9,17,17,10,9
"597","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/service/TestServiceLifecycle.java",1,1,1,1,11,0,8,2,7,0,1,30,30,30,2,30,0,5,4,21,469,46,314,113,191,109,189,233,82,151,2,2,2,1,1,0.35,36,36,36,30,4,7,1,0,0,6,1,5,0,0,0,5,2,0,0,0,0,0,0,0,6,33,0,0,0,0,0,83,0,0,0,0,4,6,11,11,7,6
"598","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/test/CoreTestDriver.java",1,1,1,1,7,0,7,0,1,1,0,4,4,3,1,4,0,0,0,4,66,9,37,13,18,20,19,26,13,13,2,2,2,1,1,0.54,6,6,6,4,3,7,2,0,0,2,2,2,0,0,0,0,2,2,0,0,0,0,0,0,2,100,0,0,0,0,100,0,0,0,0,0,51,2,5,5,5,2
"599","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/test/GenericTestUtils.java",1,1,1,1,8,0,6,2,8,41,10,68,68,27,19,68,0,2,1,65,872,93,516,219,242,263,230,341,182,159,7,7,7,4,4,0.51,104,104,108,74,29,905,40,3,6,5,6,6,0,0,0,0,5,0,0,0,0,1,0,0,5,100,20,0,0,0,20,0,0,20,0,0,51,7,14,14,10,7
"600","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/test/HadoopTestBase.java",1,1,1,1,10,0,5,5,1,2,2,4,4,2,2,4,0,0,1,3,106,10,39,24,15,57,19,25,18,7,2,2,2,1,1,1.46,5,5,5,4,3,118,2,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,1,100,0,0,0,100,0,0,0,0,0,0,51,1,1,1,1,1
"601","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/test/LambdaTestUtils.java",1,1,1,1,17,0,8,8,8,19,2,38,40,18,8,37,2,3,0,32,815,52,361,141,180,402,138,200,83,117,9,9,9,5,3,1.11,64,64,65,51,5,885,5,0,0,12,16,17,0,0,0,0,7,0,0,0,0,0,0,0,12,58,16,0,0,0,8,0,0,0,0,0,51,8,12,16,8,8
"602","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/test/MultithreadedTestUtil.java",1,1,1,1,8,0,5,3,4,0,1,14,16,16,6,16,0,0,1,15,232,22,96,38,40,114,41,70,37,33,3,3,4,3,2,1.19,22,22,25,16,9,23,6,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
